element,id,name,brand,operator,street,housenumber,postcode,opening_hours,atm,wheelchair,latitude,longitude,district,district_id
node,28968292,berliner volksbank,berliner volksbank,nan,berliner straße,42,10713,"mo-fr 10:00-13:00, mo 14:00-16:00, tu,th 14:00-18:00",true,true,52.4866675,13.319723,Charlottenburg-Wilmersdorf,nan
node,60848455,sparkasse,nan,berliner sparkasse,anton-saefkow-platz,13,10369,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,unknown,52.5303309,13.4710375,Lichtenberg,nan
node,87040399,dkb,nan,nan,nan,nan,nan,unknown,unknown,unknown,52.51105,13.3887982,Mitte,nan
node,89274635,deutsche bank,deutsche bank,deutsche bank,alexanderstraße,5,10178,"mo-tu 10:00-18:00; we 10:00-16:00; th 10:00-18:00; fr 10:00-14:00; sa,su,ph off",true,true,52.5232377,13.4157495,Mitte,nan
node,203561614,sparkasse,nan,berliner sparkasse,helene-weigel-platz,1/2,12681,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5276869,13.5383271,Marzahn-Hellersdorf,nan
node,213106681,sparkasse,nan,berliner sparkasse,danziger straße,119,10407,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5362734,13.4336585,Pankow,nan
node,213108224,sparkasse,nan,berliner sparkasse,nan,2,10178,mo-fr 09:30-18:00,true,true,52.5208149,13.4136431,Mitte,nan
node,213112439,sparkasse,nan,berliner sparkasse,hackescher markt,4,10178,24/7,true,true,52.5235168,13.4018803,Mitte,nan
node,239659091,sparkasse,nan,berliner sparkasse,treskowallee,112,10318,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4817888,13.5250469,Lichtenberg,nan
node,239661671,sparkasse,nan,berliner sparkasse,wilhelminenhofstraße,41,12459,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,true,52.4610112,13.5209589,Treptow-Köpenick,nan
node,249221047,sparkasse,nan,berliner sparkasse,scharnweberstraße,14,13405,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,unknown,52.5637254,13.3289891,Reinickendorf,nan
node,253625297,sparkasse,nan,berliner sparkasse,boxhagener straße,55,10245,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5072911,13.4677685,Friedrichshain-Kreuzberg,nan
node,255336764,berliner sparkasse,nan,nan,nan,nan,nan,unknown,unknown,unknown,52.4699818,13.4632351,Neukölln,nan
node,257704250,sparkasse,nan,berliner sparkasse,schönwalder straße,28,13585,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5479034,13.2015723,Spandau,nan
node,259863450,sparkasse,nan,berliner sparkasse,bruno-taut-straße,1,12524,mo-th 09:00-18:00; fr 09:30-16:00,true,true,52.4127212,13.5714066,Treptow-Köpenick,nan
node,266614884,berliner volksbank,berliner volksbank,nan,nan,nan,nan,unknown,true,true,52.5114264,13.5862843,Marzahn-Hellersdorf,nan
node,266629927,sparkasse,nan,berliner sparkasse,hönower straße,48,12623,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00; ph off",false,true,52.508749,13.6135549,,nan
node,269380542,sparkasse,nan,berliner sparkasse,schönhauser allee,83,10439,mo-th 09:30-18:00; fr 09:30-15:00,true,true,52.5508457,13.4143413,,nan
node,270915509,berliner volksbank,berliner volksbank,nan,märkische allee,378,12689,"mo 10:00-13:00,14:00-16:00; tu 10:00-13:00,14:00-18:00; we 10:00-13:00; th 10:00-13:00,14:00-18:00; fr 10:00-13:00",true,true,52.5705858,13.5667532,Marzahn-Hellersdorf,nan
node,271707886,santander,santander,seb,nan,nan,nan,unknown,true,true,52.5369021,13.2030227,Spandau,nan
node,271708583,sparkasse,nan,berliner sparkasse,breite straße,21,13597,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00; sa,su off",true,true,52.5366871,13.2053397,Spandau,nan
node,271710347,targobank,targobank,nan,nan,nan,nan,"mo-fr 10:00-13:00, tu,th 14:00-18:00",true,true,52.5379015,13.2044788,Spandau,nan
node,271891568,targobank,targobank,nan,nan,nan,nan,"mo-fr 10:00-13:00, mo,tu,th 14:00-18:00",true,true,52.5011008,13.341955,Tempelhof-Schöneberg,nan
node,275891182,deutsche bank,deutsche bank,nan,unter den linden,13,10117,"mo 10:00-13:00,14:00-18:00; tu 10:00-13:00,14:00-18:00; we 10:00-13:00; th 10:00-13:00,14:00-18:00; fr 10:00-14:00",true,false,52.5168774,13.3916223,Mitte,nan
node,277065067,sparkasse,sparkasse,berliner sparkasse,schloßstraße,35,12163,"mo-fr 09:30-18:00; sa,su,ph off",true,true,52.4573971,13.3209,Steglitz-Zehlendorf,nan
node,278131188,commerzbank,commerzbank,commerzbank,nan,nan,nan,"mo,we 09:00-13:00,14:00-16:00; tu,th 09:00-13:00,14:30-18:00; fr 09:00-14:00",unknown,true,52.538325,13.2018907,Spandau,nan
node,278299922,berliner sparkasse,nan,nan,kaiserkorso,154,12101,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,true,52.4837587,13.3849844,Tempelhof-Schöneberg,nan
node,278735091,berliner volksbank,berliner volksbank,nan,müllerstraße,151,nan,"mo-fr 10:00-13:00; mo 14:00-16:00; tu,th 14:00-18:00; sa-su off",true,false,52.5465951,13.3583613,Mitte,nan
node,279305513,pax-bank,pax-bank,pax-bank eg,chausseestraße,128A,10115,mo-th 09:00-16:00; fr 09:00-13:00,true,true,52.5277358,13.3855389,Mitte,nan
node,279387386,deutsche bank,deutsche bank,nan,müllerstraße,32,13353,"mo,tu,th 10:00-13:00,14:00-18:00; we,fr 10:00-14:00",true,true,52.5479747,13.3568836,,nan
node,282430537,commerzbank,commerzbank,nan,nan,nan,nan,"mo-fr 09:00-13:00, th 14:00-18:00, tu 09:00-13:00,14:00-16:00",true,true,52.5159765,13.4575184,Friedrichshain-Kreuzberg,nan
node,282465619,sparkasse,nan,berliner sparkasse,erich-kurz-straße,9,10319,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00; ph off",true,true,52.4975398,13.5203133,Lichtenberg,nan
node,282758807,berliner volksbank,berliner volksbank,berliner volksbank,frankfurter allee,69,10247,"mo-fr 10:00-13:00, tu,th 14:00-18:00, mo 14:00-16:00",true,true,52.5146557,13.467775,Friedrichshain-Kreuzberg,nan
node,282759670,santander,santander,nan,frankfurter allee,70,10247,"tu,th 09:00-13:00,14:00-18:00; mo,we 09:00-13:00,14:00-16:00; fr 09:00-14:00",unknown,unknown,52.5142273,13.4672334,Friedrichshain-Kreuzberg,nan
node,282833032,sparkasse,nan,berliner sparkasse,hultschiner damm,83,12623,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00; ph off",false,true,52.4827553,13.6012962,Marzahn-Hellersdorf,nan
node,283287313,sparkasse,nan,berliner sparkasse,berliner straße,99,13507,mo-th 09:30-18:00; fr 09:30-16:00,true,false,52.5894424,13.2840835,Reinickendorf,nan
node,283287364,sparkasse,nan,berliner sparkasse,oranienburger straße,194,13437,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,true,52.5956546,13.332671,Reinickendorf,nan
node,283287402,sparkasse,nan,berliner sparkasse,müllerstraße,53,13349,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5531369,13.347713,Mitte,nan
node,283287488,sparkasse,nan,berliner sparkasse,friedrichstraße,148,10117,"tu,th 09:30-18:00; mo,we,fr 09:30-15:00; ph closed",true,true,52.5195079,13.3881322,Mitte,nan
node,285082079,sparkasse,nan,berliner sparkasse,warschauer straße,55,10243,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5086558,13.4513189,Friedrichshain-Kreuzberg,nan
node,287444109,reisebank,reisebank,nan,nan,nan,nan,"mo-su,ph 08:00-21:00",true,true,52.5066412,13.3321498,Charlottenburg-Wilmersdorf,nan
node,292051576,sparkasse,nan,berliner sparkasse,bölschestraße,81,12587,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.455179,13.6249313,Treptow-Köpenick,nan
node,292700480,sparda-bank berlin,sparda-bank berlin,sparda-bank berlin eg,nan,nan,nan,"mo-th 09:00-13:00,14:00-18:00; we,fr 09:00-13:00",true,true,52.5893531,13.2835504,Reinickendorf,nan
node,302949475,sparkasse,nan,berliner sparkasse,falkenseer chaussee,33,13583,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5480048,13.1836134,Spandau,nan
node,304791561,santander,santander,santander consumer bank,schönhauser allee,85,10439,"mo-th 09:00-13:00, mo,we 14:00-16:00, tu,th 14:00-18:00, fr 09:00-14:00",true,false,52.5515043,13.4144894,Pankow,nan
node,310385704,deutsche bank,deutsche bank,nan,wexstraße,1,10825,"mo,tu 14:00-18:00; we,th 10:00-13:00; fr 10:00-14:00",true,false,52.4789708,13.3433052,Tempelhof-Schöneberg,nan
node,311039022,deutsche bank,deutsche bank,nan,kurfürstendamm,28,10719,unknown,true,true,52.5031107,13.3268376,Charlottenburg-Wilmersdorf,nan
node,313144189,sparkasse sb-center,nan,berliner sparkasse,nan,nan,nan,mo-fr 07:00-24:00; sa 07:00-23:30,true,true,52.52588,13.4471598,Friedrichshain-Kreuzberg,nan
node,313162501,sparda-bank berlin,sparda-bank berlin,nan,schloßstraße,97,12163,"tu,th,fr 09:00-13:00, tu,th 14:00-18:00",unknown,true,52.4588324,13.3228843,Steglitz-Zehlendorf,nan
node,313233252,commerzbank,commerzbank,commerzbank,nan,nan,nan,mo-fr 09:00-19:00,unknown,true,52.5041776,13.3349624,Charlottenburg-Wilmersdorf,nan
node,315816388,sparkasse,nan,berliner sparkasse,hauptstraße,135,10827,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,false,52.4849159,13.3544351,Tempelhof-Schöneberg,nan
node,316772344,berliner volksbank,berliner volksbank,berliner volksbank,nan,nan,nan,"mo-fr 10:00-13:00,14:00-18:00",true,false,52.5893241,13.2842965,Reinickendorf,nan
node,319229036,commerzbank,commerzbank,commerzbank,nan,nan,nan,"mo-fr 09:00-13:00, th 14:00-18:00, tu 14:00-16:00",true,true,52.4322593,13.5357184,Treptow-Köpenick,nan
node,322078516,postbank,postbank,nan,müllerstraße,156b,13353,mo-fr 09:00-18:30; sa 09:00-14:00,true,unknown,52.5452716,13.3606846,Mitte,nan
node,323597687,deutsche bank,deutsche bank,deutsche bank,nan,nan,nan,"mo,tu,th 10:00-12:30, we,fr 10:00-14:00, mo,tu,th 14:00-18:00",true,true,52.4282677,13.3270905,Steglitz-Zehlendorf,nan
node,323602520,berliner volksbank,berliner volksbank,berliner volksbank,kranoldplatz,2,12209,mo-fr 10:00-13:00,true,unknown,52.4278403,13.3276196,Steglitz-Zehlendorf,nan
node,324365784,sparkasse,nan,berliner sparkasse,karl-marx-allee,91,10243,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",unknown,true,52.5177105,13.4401523,Friedrichshain-Kreuzberg,nan
node,330140989,sparkasse,nan,berliner sparkasse,skalitzer straße,15,10999,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4988786,13.420093,Friedrichshain-Kreuzberg,nan
node,331515778,gls bank,nan,gls gemeinschaftsbank,schumannstraße,10,10117,"mo-th 10:00-12:30,14:00-16:00; fr 10:00-13:00",true,true,52.5241263,13.3828334,Mitte,nan
node,332967732,santander,santander,nan,prinzenallee,89-90,13357,"mo,tu,th 09:00-13:00, tu,th 14:00-18:00, fr 09:00-14:00, we 09:00-13:00,14:00-16:00",unknown,unknown,52.5528208,13.3816626,Mitte,nan
node,334727707,sparkasse,nan,berliner sparkasse,muskauer straße,48,10997,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5013818,13.4312566,Friedrichshain-Kreuzberg,nan
node,335870281,hallo sparda,sparda-bank,sparda-bank berlin eg,blissestraße,5,10713,"mo 09:00-13:00; tu 09:00-13:00,14:00-18:00; th 09:00-13:00,14:00-18:00",true,unknown,52.4862003,13.3209362,Charlottenburg-Wilmersdorf,nan
node,340324654,postbank,postbank,nan,otto-schmirgal-straße,3,10319,"mo-fr 09:00-18:00, sa 09:00-12:30; ph off",true,true,52.4975046,13.5223099,Lichtenberg,nan
node,346135245,sparkasse,sparkasse,berliner sparkasse,schulzendorfer straße,1,13347,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,unknown,52.5398213,13.3709781,Mitte,nan
node,346608399,sparkasse,nan,berliner sparkasse,wilmersdorfer straße,57,10627,"mo-th 09:30-18:00; fr 09:30-15:00; sa-su,ph off||mo-th 06:00-23:00 open ""sb-bereich"";fr 06:00-24:00 open ""sb-bereich""; sa 00:00-24:00 open ""sb-bereich""; su 00:00-23:00 open ""sb-bereich""",true,true,52.5076156,13.3061738,Charlottenburg-Wilmersdorf,nan
node,355142046,commerzbank,commerzbank,commerzbank,nan,nan,nan,"mo-th 09:00-13:00, fr 09:00-14:00, mo,we 14:00-16:00, tu,th 14:30-18:00",unknown,false,52.5896791,13.2832149,Reinickendorf,nan
node,355180027,deutsche bank,deutsche bank,nan,teltower damm,2,14169,"mo,tu,th 10:00-12:30,14:00-18:00; we,fr 10:00-14:00",true,true,52.4349895,13.2596238,Steglitz-Zehlendorf,nan
node,366013582,sparkasse,nan,berliner sparkasse,turmstraße,33,10551,mo-th 09:30-18:00; fr 09:30-15:00,true,true,52.5265587,13.340121,Mitte,nan
node,366429802,sparkasse,nan,berliner sparkasse,stendaler straße,21,12627,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,true,52.5373155,13.6041606,Marzahn-Hellersdorf,nan
node,370131145,postbank,postbank,nan,steglitzer damm,24,12169,mo-fr 09:30-18:00; sa 09:30-14:00,false,true,52.4506725,13.339864,Steglitz-Zehlendorf,nan
node,370172188,commerzbank,commerzbank,commerzbank,turmstraße,32,10551,"tu-fr 09:00-13:00, 14:00-16:00, tu,th 14:30-18:00",true,true,52.5265453,13.3406471,Mitte,nan
node,370765387,berliner volksbank,berliner volksbank,nan,kurfürstendamm,nan,10707,"mo-fr 10:00-13:00,14:00-18:00",true,unknown,52.5018157,13.3192893,Charlottenburg-Wilmersdorf,nan
node,375800452,deutsche bank,deutsche bank,deutsche bank,nan,nan,nan,"mo, tu, th 10:00-18:00; we, fr 10:00-16:00",true,true,52.5140687,13.3197163,Charlottenburg-Wilmersdorf,nan
node,414996118,sparkasse,nan,berliner sparkasse,sterndamm,79,12487,mo 09:30-15:00; th 09:30-18:00,true,unknown,52.4455851,13.5057931,Treptow-Köpenick,nan
node,415791575,sparkasse,nan,berliner sparkasse,drakestraße,32,12205,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.4426382,13.2974109,Steglitz-Zehlendorf,nan
node,415858762,berliner volksbank,berliner volksbank,berliner volksbank eg,tempelhofer damm,152,12099,"mo-th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00,14:00-16:00",true,unknown,52.4647956,13.3853614,Tempelhof-Schöneberg,nan
node,416660137,targobank,targobank,targobank,wilmersdorfer straße,128,10627,"mo-tu,th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00; sa-su,ph off",true,true,52.5101491,13.3058142,Charlottenburg-Wilmersdorf,nan
node,417302813,sparkasse privatkundencenter,nan,berliner sparkasse,weitlingstraße,59/60,10317,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5055916,13.4960317,Lichtenberg,nan
node,419566429,deutsche bank,deutsche bank,deutsche bank,nan,nan,nan,"mo-th 10:00-13:00, mo,tu,th 14:00-18:00, we 14:00-16:00, fr 10:00-14:00",unknown,true,52.5910337,13.2826465,Reinickendorf,nan
node,420448903,postbank,postbank,nan,nan,nan,nan,unknown,true,unknown,52.4868431,13.4237278,Friedrichshain-Kreuzberg,nan
node,421299910,berliner volksbank,berliner volksbank,berliner volksbank,bahnhofstraße,nan,12305,"mo 10:00-16:00; tu,th 10:00-18:00; we,fr 10:00-13:00",true,true,52.3865001,13.4028829,Tempelhof-Schöneberg,nan
node,421299912,deutsche bank,deutsche bank,deutsche bank,bahnhofstraße,nan,12305,"fr 10:00-14:00; mo,tu,th 10:00-12:30,14:00-18:00; we 10:00-14:00",true,unknown,52.3865106,13.4016296,Tempelhof-Schöneberg,nan
node,422510102,sparkasse sb-service,nan,berliner sparkasse,prenzlauer allee,182,10405,"mo-fr 06:00-23:00; sa, su 08:00-23:00",true,unknown,52.5432142,13.4261762,Pankow,nan
node,426581071,targobank,targobank,targobank ag & co. kgaa,badstraße,8,13357,"mo,tu,th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00",true,false,52.5497704,13.3865323,Mitte,nan
node,430643794,sparkasse,nan,berliner sparkasse,keilerstraße,17,13503,"tu 10:00-18:00, fr 10:00-15:00",true,unknown,52.610274,13.2490725,Reinickendorf,nan
node,434517788,sparkasse,nan,berliner sparkasse,hermannstraße,162,12051,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,unknown,52.4688328,13.4307923,Neukölln,nan
node,437514581,sparkasse,nan,berliner sparkasse,popitzweg,18,13629,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,true,52.5370508,13.2737663,Spandau,nan
node,439234898,santander,santander,nan,bölschestraße,63,12587,"mo-th 09:00-13:00, we 14:00-16:00, mo,tu,th 14:00-18:00, fr 09:00-14:00",true,unknown,52.4553097,13.6255293,Treptow-Köpenick,nan
node,441306019,targobank,targobank,targobank,nan,nan,nan,unknown,true,true,52.5376745,13.2030843,Spandau,nan
node,441734598,commerzbank,commerzbank,commerzbank ag,karl-marx-straße,76,nan,"mo-th 09:00-13:00; mo,we 14:00-16:00; tu,th 14:30-18:00; fr 09:00-14:00; sa-su,ph off",true,true,52.4816263,13.4338,Neukölln,nan
node,442387117,commerzbank,commerzbank,nan,nan,nan,nan,"mo-fr 09:00-13:00, mo 14:00-16:00, tu,th 14:30-18:00",true,true,52.4605838,13.384535,Tempelhof-Schöneberg,nan
node,442393073,deutsche bank,deutsche bank,nan,mariendorfer damm,69,12109,"mo-th 10:00-18:00, fr 10:00-14:00",true,true,52.4464966,13.3858816,Tempelhof-Schöneberg,nan
node,442394344,berliner volksbank,berliner volksbank,nan,mariendorfer damm,88-90,12109,"mo-we,fr 10:00-18:00, th 10:00-19:30",true,true,52.4448559,13.3856992,Tempelhof-Schöneberg,nan
node,445821376,berliner sparkasse sb-service,berliner sparkasse,berliner sparkasse,britzer damm,100,12347,"mo-fr 06:00-23:00; sa,su 08:00-23:00",true,unknown,52.4538349,13.4378411,Neukölln,nan
node,447946785,@surfpoint,postbank,nan,nan,nan,nan,mo-fr 10:00-18:00; sa 10:00-12:30,unknown,true,52.4847666,13.3846979,Friedrichshain-Kreuzberg,nan
node,448810337,sparkasse,berliner sparkasse,berliner sparkasse,karl-marx-straße,91,12043,"mo,we,fr 09:30-15:00; tu,th 09:30-18:00",true,unknown,52.4804888,13.4361289,Neukölln,nan
node,450688374,berliner volksbank,berliner volksbank,nan,nan,nan,nan,unknown,true,unknown,52.5371926,13.2039561,Spandau,nan
node,454206542,berliner volksbank,berliner volksbank,nan,wilmersdorfer straße,65,10627,"mo-fr 10:00-13:00, mo 14:00-16:00, tu,th 14:00-18:00",true,true,52.5061264,13.3066124,Charlottenburg-Wilmersdorf,nan
node,467821680,berliner volksbank,berliner volksbank,berliner volksbank,kottbusser damm,63/64,10967,"tu,th 10:00-13:00,14:00-18:00; we,fr 10:00-13:00; mo 10:00-13:00,14:00-16:00",true,true,52.4883294,13.425376,Friedrichshain-Kreuzberg,nan
node,469293560,commerzbank,commerzbank,nan,breite straße,4b,13187,"mo-fr 09:00-13:00, tu 14:00-16:00, th 14:00-18:00",true,true,52.5715907,13.4114826,Pankow,nan
node,472430734,targobank,targobank,targobank,nan,nan,nan,unknown,true,unknown,52.4311032,13.4568179,Neukölln,nan
node,472430735,deutsche bank,deutsche bank,nan,johannisthaler chaussee,300,12351,unknown,true,true,52.4307672,13.455791,Neukölln,nan
node,472514884,sparkasse sb-center,nan,berliner sparkasse,am treptower park,14,12435,mo-su 08:00-22:00,true,true,52.4908662,13.4574268,Treptow-Köpenick,nan
node,486078400,deutsche bank,deutsche bank,nan,marzahner promenade,25,12679,"mo,tu,th 10:00-12:30,14:00-18:00; we,fr 10:00-14:00",unknown,unknown,52.5437749,13.546687,Marzahn-Hellersdorf,nan
