stop_id,stop_name,stop_lat,stop_lon
de:12054:900230003:1:54,S Griebnitzsee Bhf,52.394436,13.127622
de:12072:900245027:2:52,S Blankenfelde (TF) Bhf,52.338503,13.415406
de:12072:900245028:1:50,S Mahlow,52.360777,13.407878
de:12072:900245028:1:51,S Mahlow,52.36075,13.407713
de:12067:900310004:3:52,S Erkner Bhf,52.429643,13.750917
de:12067:900310004:3:53,S Erkner Bhf,52.429571,13.750774
de:12064:900320005:1:50,S Petershagen Nord,52.528881,13.789384
de:12064:900320006:1:50,S Fredersdorf,52.526201,13.760479
de:12064:900320006:1:51,S Fredersdorf,52.526281,13.760457
de:12064:900320007:1:50,S Neuenhagen (b Berlin),52.52078,13.700395
de:12064:900320008:1:50,S Hoppegarten,52.518109,13.673978
de:12064:900320008:1:51,S Hoppegarten,52.518296,13.673932
de:12064:900320026:1:50,S Birkenstein,52.515685,13.647324
de:12064:900320026:1:51,S Birkenstein,52.515593,13.647342
de:12060:900350160:1:50,S Bernau Bhf,52.675595,13.591672
de:12060:900350160:1:51,S Bernau Bhf,52.6755,13.591803
de:12060:900350163:1:50,S Zepernick,52.65986,13.534081
de:12060:900350163:1:51,S Zepernick,52.659797,13.534196
de:12060:900350162:1:50,S Röntgental,52.648633,13.513405
de:12060:900350161:1:50,S Bernau-Friedenstal,52.66847,13.564998
de:11000:900025321:3:54,S Olympiastadion (Berlin),52.511565,13.242684
de:11000:900025321:4:56,S Olympiastadion (Berlin),52.511727,13.242607
de:11000:900007102::5,S+U Gesundbrunnen Bhf (Berlin),52.549019,13.388385
de:11000:900008101::1,S Humboldthain (Berlin),52.54457,13.378451
de:11000:900110011::3,S Bornholmer Str. (Berlin),52.554898,13.393573
de:12065:900200008::3,S Birkenwerder Bhf,52.68824,13.288344
de:12065:900200009::1,S Hohen Neuendorf,52.66963,13.286403
de:12072:900245027::2,S Blankenfelde (TF) Bhf,52.338031,13.416785
de:11000:900009104:1:50,S+U Wedding (Berlin),52.543042,13.367693
de:11000:900009104:1:51,S+U Wedding (Berlin),52.543102,13.367604
de:11000:900110001::3,S+U Schönhauser Allee (Berlin),52.549545,13.413923
de:11000:900142001::2,S Blankenburg (Berlin),52.590922,13.442374
de:12065:900200011::1,S Bergfelde,52.669026,13.321022
de:12065:900200013::3,S Mühlenbeck-Mönchmühle,52.65396,13.388353
de:12065:900203411::1,"Schönfließ (OHV), Kirche",52.655378,13.33922
de:11000:900091203::1,S Heiligensee (Berlin),52.625199,13.229701
de:11000:900130001::3,S Pankow-Heinersdorf (Berlin),52.57726,13.428149
de:11000:900143001::2,S Karow Bhf (Berlin),52.615426,13.470859
de:11000:900130002::7,S+U Pankow (Berlin),52.565793,13.412278
de:11000:900171003::4,S Springpfuhl (Berlin),52.525814,13.535266
de:11000:900135001::1,S Buch (Berlin),52.637134,13.491959
de:11000:900180003::4,S Spindlersfeld (Berlin),52.445913,13.563519
de:11000:900192001::3,S Schöneweide Bhf (Berlin),52.455897,13.510494
de:12060:900350263::2,"Bernau, Gaskessel",52.675625,13.580759
de:12060:900350244::1,"Bernau, Abzweig Wohnsiedlung",52.669148,13.560649
de:12060:900350818::1,"Bernau, Zepernicker Chaussee",52.672073,13.564454
de:11000:900135511::1,Alt-Buch (Berlin),52.636848,13.502959
de:12060:900350174::1,"Zepernick, Kirche",52.654957,13.541991
de:12060:900350175::1,"Zepernick, Schweizer Str.",52.645172,13.525572
de:11000:900067221::2,S Lankwitz (Berlin),52.438752,13.343763
de:11000:900008101:1:50,S Humboldthain (Berlin),52.544883,13.379364
de:11000:900008101:1:51,S Humboldthain (Berlin),52.544856,13.379497
de:11000:900049201:1:50,S Zehlendorf (Berlin),52.430997,13.258035
de:11000:900049201:1:51,S Zehlendorf (Berlin),52.430876,13.25814
de:11000:900049202:1:50,S Sundgauer Str. (Berlin),52.436375,13.273898
de:11000:900049202:1:51,S Sundgauer Str. (Berlin),52.436317,13.27395
de:11000:900050301:1:50,S Mexikoplatz (Berlin),52.436783,13.233258
de:11000:900050301:1:51,S Mexikoplatz (Berlin),52.436719,13.233192
de:11000:900050355:1:50,S Schlachtensee (Berlin),52.440146,13.215488
de:11000:900050355:1:51,S Schlachtensee (Berlin),52.440069,13.215529
de:11000:900052201:1:50,S Nikolassee (Berlin),52.431802,13.194064
de:11000:900052201:1:51,S Nikolassee (Berlin),52.431741,13.194195
de:11000:900054104:1:50,S Schöneberg (Berlin),52.479248,13.351921
de:11000:900054104:1:51,S Schöneberg (Berlin),52.479308,13.351781
de:11000:900057102:1:50,S+U Yorckstr. (Großgörschenstr.) (Berlin),52.492301,13.367777
de:11000:900057102:1:51,S+U Yorckstr. (Großgörschenstr.) (Berlin),52.492245,13.367968
de:11000:900060101:1:50,S Friedenau (Berlin),52.470498,13.341152
de:11000:900060101:1:51,S Friedenau (Berlin),52.470453,13.341258
de:11000:900062202:1:50,S+U Rathaus Steglitz (Berlin),52.45545,13.322332
de:11000:900062202:1:51,S+U Rathaus Steglitz (Berlin),52.455394,13.322476
de:11000:900063101:1:50,S Feuerbachstr. (Berlin),52.463431,13.332339
de:11000:900063101:1:51,S Feuerbachstr. (Berlin),52.463397,13.332414
de:11000:900066101:1:50,S Lichterfelde West (Berlin),52.443216,13.293109
de:11000:900066101:1:51,S Lichterfelde West (Berlin),52.443101,13.293216
de:11000:900066102:1:50,S Botanischer Garten (Berlin),52.448005,13.307177
de:11000:900066102:1:51,S Botanischer Garten (Berlin),52.44796,13.307229
de:11000:900175001:1:50,S+U Wuhletal (Berlin),52.512766,13.575204
de:11000:900085201::1,S Schönholz (Berlin),52.571733,13.380018
de:11000:900096405::4,S Eichborndamm (Berlin),52.57642,13.31582
de:11000:900084101:1:50,S Wilhelmsruh (Berlin),52.581656,13.362192
de:11000:900084101:1:51,S Wilhelmsruh (Berlin),52.581723,13.3623
de:11000:900064301::1,S Lichterfelde Ost Bhf (Berlin),52.428729,13.327922
de:11000:900058101:1:50,S Südkreuz Bhf (Berlin),52.47619,13.365085
de:11000:900058101:1:51,S Südkreuz Bhf (Berlin),52.476146,13.365282
de:11000:900152001::4,S Hohenschönhausen Bhf (Berlin),52.566472,13.513129
de:11000:900024102:3:54,S Westkreuz (Berlin),52.500854,13.283931
de:11000:900024102:3:55,S Westkreuz (Berlin),52.500811,13.28379
de:11000:900052201:2:52,S Nikolassee (Berlin),52.432185,13.193136
de:11000:900052201:2:53,S Nikolassee (Berlin),52.432172,13.193273
de:11000:900054104:2:52,S Schöneberg (Berlin),52.479325,13.351584
de:11000:900054104:2:53,S Schöneberg (Berlin),52.47924,13.351632
de:11000:900058101:5:58,S Südkreuz Bhf (Berlin),52.475881,13.365602
de:11000:900058101:5:59,S Südkreuz Bhf (Berlin),52.475662,13.365184
de:12069:900220114:1:50,S Teltow Stadt,52.396943,13.276604
de:12069:900220114:1:51,S Teltow Stadt,52.396877,13.276641
de:11000:900058103:1:50,S+U Yorckstr. (Berlin),52.491339,13.372006
de:11000:900058103:1:51,S+U Yorckstr. (Berlin),52.491334,13.372158
de:11000:900186001:1:50,S Grünau (Berlin),52.412432,13.573957
de:11000:900186001:1:51,S Grünau (Berlin),52.412481,13.574059
de:11000:900186001:2:52,S Grünau (Berlin),52.412518,13.574189
de:11000:900186001:2:53,S Grünau (Berlin),52.412568,13.574282
de:11000:900012101:1:51,S Anhalter Bahnhof (Berlin),52.503564,13.381396
de:11000:900012101:2:52,S Anhalter Bahnhof (Berlin),52.503542,13.381498
de:11000:900012101:2:53,S Anhalter Bahnhof (Berlin),52.503514,13.381617
de:11000:900100020:3:54,S+U Potsdamer Platz Bhf (Berlin),52.509605,13.376454
de:11000:900100020:3:55,S+U Potsdamer Platz Bhf (Berlin),52.509605,13.376579
de:11000:900100020:4:56,S+U Potsdamer Platz Bhf (Berlin),52.509638,13.376708
de:11000:900100020:4:57,S+U Potsdamer Platz Bhf (Berlin),52.509635,13.376837
de:11000:900007104:1:50,S Nordbahnhof (Berlin),52.532334,13.387507
de:11000:900007104:2:52,S Nordbahnhof (Berlin),52.532421,13.387655
de:11000:900100001:4:56,S+U Friedrichstr. Bhf (Berlin),52.520479,13.386234
de:11000:900100001:4:57,S+U Friedrichstr. Bhf (Berlin),52.520424,13.38635
de:11000:900100007:1:50,S Oranienburger Str. (Berlin),52.525287,13.392985
de:11000:900100007:1:51,S Oranienburger Str. (Berlin),52.525264,13.393093
de:11000:900100025:1:51,S+U Brandenburger Tor (Berlin),52.516351,13.38169
de:11000:900100025:1:50,S+U Brandenburger Tor (Berlin),52.516483,13.381658
de:12069:900220114::1,S Teltow Stadt,52.397144,13.276048
de:11000:900089303::1,S Tegel (Berlin),52.588499,13.288419
de:11000:900091205::1,S Schulzendorf (Berlin),52.613644,13.246172
de:11000:900012101:1:50,S Anhalter Bahnhof (Berlin),52.50359,13.381283
de:11000:900092201::2,S Frohnau (Berlin),52.632435,13.288737
de:11000:900057104:2:51,S Julius-Leber-Brücke (Berlin),52.48645,13.361028
de:11000:900057104:1:50,S Julius-Leber-Brücke (Berlin),52.486411,13.361128
de:11000:900084101::2,S Wilhelmsruh (Berlin),52.580535,13.363369
de:11000:900135506::1,Alt-Buch/Wiltbergstr. (Berlin),52.634236,13.497208
de:11000:900180538::1,Bärenlauchstr. (Berlin),52.450712,13.540192
de:12061:900260003:1:50,S Zeuthen,52.348641,13.627388
de:12061:900260003:1:51,S Zeuthen,52.348689,13.627548
de:11000:900085104::8,U Paracelsus-Bad (Berlin),52.575349,13.34761
de:11000:900086105::1,Ollenhauerstr./Lindauer Allee (Berlin),52.575568,13.331573
de:11000:900089301::5,U Alt-Tegel (Berlin),52.590209,13.282717
de:11000:900110003::3,S Greifswalder Str. (Berlin),52.539884,13.437639
de:11000:900182003::3,"Berlin, Hirschgartendreieck",52.451767,13.600317
de:11000:900093201:1:50,S Hermsdorf (Berlin),52.617336,13.307756
de:11000:900094101::4,S Waidmannslust (Berlin),52.606681,13.320067
de:11000:900096193::3,Göschenplatz/S Wittenau (Berlin),52.597237,13.332339
de:11000:900180512::1,"Berlin, Brandenburgplatz",52.455294,13.590509
de:11000:900192502::1,Bruno-Bürgel-Weg (Berlin),52.452121,13.533203
de:11000:900195510:1:51,S Altglienicke (Berlin),52.407359,13.558798
de:11000:900195510:1:50,S Altglienicke (Berlin),52.407309,13.558877
de:11000:900196001:1:50,S Grünbergallee (Berlin),52.399343,13.541956
de:11000:900196001:1:51,S Grünbergallee (Berlin),52.399271,13.541989
de:12061:900260002:1:51,S Wildau,52.319311,13.63384
de:12061:900260004:1:50,S Eichwalde,52.37124,13.615279
de:12061:900260004:1:51,S Eichwalde,52.371288,13.615452
de:12061:900260005:3:54,S Schönefeld (bei Berlin) Bhf,52.390971,13.513024
de:12061:900260005:3:55,S Schönefeld (bei Berlin) Bhf,52.390884,13.51315
de:11000:900110002::7,S Prenzlauer Allee (Berlin),52.544854,13.427672
de:11000:900120003:2:53,S Ostkreuz Bhf (Berlin),52.503125,13.468633
de:11000:900120003:2:52,S Ostkreuz Bhf (Berlin),52.503282,13.46871
de:11000:900120004:2:52,S+U Warschauer Str. (Berlin),52.506306,13.450761
de:11000:900092201:1:50,S Frohnau (Berlin),52.632307,13.29044
de:11000:900092201:1:51,S Frohnau (Berlin),52.63226,13.290322
de:11000:900093201:1:51,S Hermsdorf (Berlin),52.617287,13.307619
de:11000:900094101:1:50,S Waidmannslust (Berlin),52.60632,13.321223
de:11000:900094101:1:51,S Waidmannslust (Berlin),52.606257,13.321086
de:11000:900096101:1:50,S+U Wittenau (Berlin),52.597097,13.334311
de:11000:900096101:1:51,S+U Wittenau (Berlin),52.597008,13.334183
de:11000:900110003:1:50,S Greifswalder Str. (Berlin),52.540109,13.439108
de:11000:900110003:1:51,S Greifswalder Str. (Berlin),52.540212,13.439227
de:11000:900110004:1:50,S Landsberger Allee (Berlin),52.529316,13.45484
de:11000:900110004:1:51,S Landsberger Allee (Berlin),52.529386,13.454998
de:11000:900110012:1:50,S Storkower Str. (Berlin),52.52366,13.465047
de:11000:900110012:1:51,S Storkower Str. (Berlin),52.523731,13.465094
de:11000:900120001:1:50,S+U Frankfurter Allee (Berlin),52.515383,13.47428
de:11000:900120001:1:51,S+U Frankfurter Allee (Berlin),52.515401,13.47437
de:11000:900120003:5:58,S Ostkreuz Bhf (Berlin),52.503422,13.469006
de:11000:900120003:5:59,S Ostkreuz Bhf (Berlin),52.503314,13.469607
de:11000:900190001:1:50,S Treptower Park (Berlin),52.493746,13.461502
de:11000:900190001:2:52,S Treptower Park (Berlin),52.493667,13.461736
de:11000:900190001:2:53,S Treptower Park (Berlin),52.493629,13.461846
de:11000:900190001:1:51,S Treptower Park (Berlin),52.493711,13.461615
de:11000:900120004:2:53,S+U Warschauer Str. (Berlin),52.506404,13.450818
de:11000:900096407::2,U Wittenau (Berlin),52.595686,13.333797
de:12061:900260002:1:50,S Wildau,52.319325,13.633739
de:11000:900064207::1,Ostpreußendamm Süd (Berlin),52.414537,13.302237
de:11000:900110011::6,S Bornholmer Str. (Berlin),52.554749,13.400166
de:11000:900182501::3,"Berlin, Westendsiedlung",52.453097,13.60766
de:11000:900182001::1,S Hirschgarten (Berlin),52.457519,13.600941
de:11000:900110004::5,S Landsberger Allee (Berlin),52.528561,13.457131
de:11000:900089352::1,"Berlin, Veitstr.",52.585717,13.287166
de:11000:900093251::1,Schildower Str. (Berlin),52.618068,13.315501
de:11000:900092282::1,Zeltinger Platz/S Frohnau (Berlin),52.633654,13.290195
de:11000:900008103::1,"Berlin, Nettelbeckplatz/S Wedding",52.544476,13.370697
de:11000:900064206::1,Ostpreußendamm/Osdorfer Str. (Berlin),52.420456,13.309164
de:11000:900064102::2,"Berlin, Bogenstr.",52.425545,13.316368
de:11000:900093156::1,Hohefeldstr. (Berlin),52.620776,13.306704
de:11000:900085281::2,Lindauer Allee/Residenzstr. (Berlin),52.572599,13.359583
de:11000:900143513::1,"Berlin, Bucher Chaussee/Achillesstr.",52.618684,13.48833
de:11000:900152002::1,S Gehrenseestr. (Berlin),52.555804,13.525847
de:11000:900151008::1,Grevesmühlener Str. (Berlin),52.568066,13.512477
de:11000:900151001::2,S Wartenberg (Berlin),52.573492,13.504718
de:11000:900007108::4,S Nordbahnhof/Gartenstr. (Berlin),52.532945,13.388246
de:11000:900134503::5,Pasewalker Str./Blankenburger Weg (Berlin),52.587801,13.430045
de:11000:900182002:1:50,S Friedrichshagen (Berlin),52.457423,13.623211
de:11000:900120003:3:54,S Ostkreuz Bhf (Berlin),52.503348,13.468748
de:11000:900120004:1:51,S+U Warschauer Str. (Berlin),52.506228,13.45072
de:12060:900350163::4,S Zepernick,52.659723,13.532407
de:11000:900120004:1:50,S+U Warschauer Str. (Berlin),52.506121,13.450664
de:11000:900006100::2,S Wollankstr./Sternstr. (Berlin),52.565481,13.391201
de:12061:900260080:1:50,S Waßmannsdorf,52.368477,13.463492
de:12061:900260080:1:51,S Waßmannsdorf,52.368714,13.463746
de:12061:900260009:3:55,Flughafen BER,52.364226,13.508213
de:12061:900260009:3:56,Flughafen BER,52.364331,13.508164
de:12065:900203376::3,"Hennigsdorf, Poststr.",52.638204,13.204722
de:12060:900350868::1,"Bernau, Ladestr.",52.676258,13.594796
de:12065:900203523::2,"Birkenwerder, Kirche",52.690781,13.277716
de:12072:900245028::2,S Mahlow,52.35745,13.41076
de:12072:900245797::1,"Blankenfelde, Moselstr./Tunnelweg",52.34259,13.41557
de:12065:900200042::1,"Hohen Neuendorf, Berliner Str./Schönfließer Str.",52.670017,13.280534
de:12065:900203415::2,"Birkenwerder, Hauptstr.",52.68797,13.28289
de:11000:900009204::8,"Berlin, Osloer Str./Prinzenallee",52.55565,13.38499
de:11000:900182301::1,"Berlin, Am Wiesenrain/Stillerzeile",52.456182,13.611363
de:11000:900180309::1,S Köpenick/Parrisiusstr. (Berlin),52.45651,13.580558
